,web-scraper-order,web-scraper-start-url,link,link-href,brand-name,Website
55,1647877122-1927,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/sphynx-cosmetics-bv,Sphynx Cosmetics B.V.,https://opencorporates.com/companies/nl/80186572
56,1647877008-1877,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/whattheconcept-1781688686477313,whattheconcept,https://whattheconcept.nl/
57,1647878217-2403,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/beamies,Beamies,https://www.beamiesattheriver.com/
58,1647877249-1983,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/kitchen-trend,Kitchen Trend,https://www.homesandgardens.com/news/kitchen-trends-202526
59,1647878869-2688,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/grannys-finest,Granny's Finest,https://www.grannysfinest.com/
60,1647877786-2215,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/mrsbloom,MrsBLOOM,https://www.mrsbloom.nl/
61,1647878715-2619,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/moments-nederland,Moments Nederland,https://my-moments.nl/
62,1647878280-2431,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/ashleigh-burwood,Ashleigh & Burwood,https://www.ashleigh-burwood.co.uk/
63,1647877978-2298,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/poppiezz,Poppiezz,https://www.poppiezz.com/?lang=en
64,1647877818-2229,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/label2x,Label2X,https://www.label2x.com/
65,1647877467-2075,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/on-my-mint,ON MY MINT,https://plantvillage.psu.edu/posts/6076-mint-mint-with-white-spots-on-leaves
66,1647878487-2519,https://www.orderchamp.com/nl/marketplace?sort=popularity&country=NL,,https://www.orderchamp.com/nl/store/agatha-amsterdam,Agatha Amsterdam,https://agathaporto.com/
